ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,TotalChildren,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,AmtTotal,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success
9671,1969,57,Bachelors Degree,Married,19514,1,1,2,26/01/2014,47,14,3,21,2,1,28,69,4,3,2,8,1,0,Spain,1
8975,1969,57,Bachelors Degree,Married,19514,1,1,2,26/01/2014,47,14,3,21,2,1,28,69,4,3,2,8,0,0,Spain,1
6616,1976,50,Bachelors Degree,Cohabiting,59481,0,1,1,23/10/2013,47,178,3,85,71,66,58,461,2,3,8,2,0,0,Spain,0
6248,1948,78,Masters Degree,Single,91712,0,0,0,17/10/2013,47,1276,24,746,94,29,48,2217,0,9,11,3,1,0,Spain,1
7428,1976,50,Bachelors Degree,Cohabiting,80144,0,0,0,30/09/2013,47,240,132,445,250,192,108,1367,1,3,8,1,0,0,Australia,0
3075,1973,53,Doctorate (PhD),Married,59973,0,0,0,11/09/2013,47,130,30,168,20,34,0,382,1,3,7,1,0,0,Spain,0
2937,1975,51,Doctorate (PhD),Single,68352,0,1,1,28/08/2013,47,614,16,132,43,33,33,871,3,8,9,6,0,0,Canada,0
203,1976,50,Masters Degree,Single,81169,0,0,0,14/04/2013,47,1288,20,613,80,61,27,2089,1,5,9,2,0,0,Spain,0
2021,1976,50,Bachelors Degree,Married,61456,0,1,1,27/03/2013,47,563,76,384,84,192,89,1388,4,6,13,4,0,0,Spain,0
880,1967,59,Secondary Education,Cohabiting,22634,0,0,0,16/01/2013,47,2,23,11,8,6,46,96,1,2,2,8,0,0,Spain,0
524,1967,59,Secondary Education,Cohabiting,22634,0,0,0,16/01/2013,47,2,23,11,8,6,46,96,1,2,2,8,0,0,Australia,0
10837,1976,50,Bachelors Degree,Married,23957,1,0,1,28/10/2012,47,2,1,18,20,11,16,68,1,2,3,6,1,0,Canada,0
7011,1974,52,Bachelors Degree,Married,33471,1,0,1,12/10/2012,47,43,2,27,0,9,12,93,3,3,4,7,0,0,South Africa,0
4184,1951,75,Doctorate (PhD),Cohabiting,52157,0,1,1,07/06/2014,48,189,2,29,3,2,40,265,2,3,5,4,0,0,Spain,0
7679,1986,40,Doctorate (PhD),Single,30298,0,0,0,19/05/2014,48,6,3,12,6,1,0,28,1,1,3,3,0,0,Spain,0
7485,1951,75,Doctorate (PhD),Widow,56551,1,1,2,07/05/2014,48,67,4,32,17,2,16,138,3,2,4,4,0,0,South Africa,0
7530,1951,75,Doctorate (PhD),Widow,56551,1,1,2,07/05/2014,48,67,4,32,17,2,16,138,3,2,4,4,0,0,Spain,0
4369,1958,68,Masters Degree,Unknown,65487,0,0,0,10/01/2014,48,240,67,500,199,0,163,1169,3,3,6,2,0,0,Canada,0
10652,1958,68,Masters Degree,Cohabiting,65487,0,0,0,10/01/2014,48,240,67,500,199,0,163,1169,3,3,6,2,0,0,Canada,0
286,1953,73,Bachelors Degree,Single,44213,1,1,2,29/11/2013,48,95,11,35,0,4,7,152,4,2,5,6,0,0,Spain,0
5922,1975,51,Doctorate (PhD),Married,40344,0,1,1,13/10/2013,48,210,0,6,0,0,2,218,2,4,5,7,0,0,Spain,0
7250,1979,47,Bachelors Degree,Cohabiting,57867,1,0,1,01/10/2013,48,344,35,178,15,23,17,612,7,7,9,6,0,0,Canada,0
2478,1974,52,Bachelors Degree,Married,25410,1,0,1,31/08/2013,48,2,2,4,13,13,4,38,1,1,4,4,0,0,Spain,0
1160,1971,55,Bachelors Degree,Married,13260,1,1,2,23/08/2013,48,9,4,17,10,2,7,49,4,3,3,8,0,0,Spain,0
9214,1992,34,Bachelors Degree,Married,42691,0,0,0,16/08/2013,48,179,2,64,38,17,58,358,1,5,6,5,0,0,Spain,0
273,1971,55,Masters Degree,Married,36138,1,1,2,16/07/2013,48,130,0,16,0,0,5,151,5,3,4,7,0,0,Germany,1
851,1973,53,Masters Degree,Married,57136,1,1,2,09/07/2013,48,306,5,109,21,109,92,642,9,5,10,6,0,0,Canada,0
9729,1956,70,Bachelors Degree,Widow,58275,1,1,2,02/06/2013,48,189,10,253,56,43,64,615,6,8,7,7,0,0,Germany,0
9665,1958,68,Doctorate (PhD),Divorced,54237,0,1,1,27/04/2013,48,267,3,30,4,0,57,361,4,5,5,6,0,0,South Africa,0
2620,1975,51,Doctorate (PhD),Married,34596,1,0,1,13/04/2013,48,14,0,2,0,0,7,23,1,1,2,8,1,0,South Africa,0
8254,1975,51,Doctorate (PhD),Married,34596,1,0,1,13/04/2013,48,14,0,2,0,0,7,23,1,1,2,8,0,0,Germany,0
3852,1962,64,Masters Degree,Cohabiting,74881,1,1,2,08/03/2013,48,505,72,270,36,27,54,964,4,9,12,5,0,0,India,0
1000,1962,64,Masters Degree,Cohabiting,74881,1,1,2,08/03/2013,48,505,72,270,36,27,54,964,4,9,12,5,0,0,Spain,0
3099,1971,55,Bachelors Degree,Divorced,44267,1,1,2,25/02/2013,48,183,5,65,3,5,49,310,5,5,4,9,0,0,Spain,0
6318,1989,37,Bachelors Degree,Married,68487,0,0,0,13/01/2013,48,758,12,385,33,89,89,1366,1,9,13,4,0,0,Canada,0
5396,1989,37,Bachelors Degree,Married,68487,0,0,0,13/01/2013,48,758,12,385,33,89,89,1366,1,9,13,4,0,0,Australia,0
7966,1960,66,Bachelors Degree,Single,80982,1,1,2,08/01/2013,48,505,137,401,104,22,22,1191,3,11,11,5,0,1,Spain,0
454,1981,45,Bachelors Degree,Cohabiting,69508,1,0,1,14/11/2012,48,824,32,162,42,32,43,1135,2,11,11,6,0,0,South Africa,0
309,1962,64,Doctorate (PhD),Cohabiting,63342,0,1,1,16/10/2012,48,918,21,118,13,10,21,1101,3,8,5,6,0,0,South Africa,1
3571,1962,64,Doctorate (PhD),Cohabiting,63342,0,1,1,16/10/2012,48,918,21,118,13,10,21,1101,3,8,5,6,1,0,Spain,1
8395,1962,64,Bachelors Degree,Single,82014,0,0,0,20/08/2012,48,980,37,265,35,163,31,1511,1,3,12,6,1,0,South Africa,0
2591,1960,66,Bachelors Degree,Widow,76320,0,1,1,22/06/2014,49,526,35,214,69,53,35,932,2,6,4,2,0,0,United States,0
1640,1955,71,Bachelors Degree,Divorced,64587,1,1,2,22/06/2014,49,66,0,16,0,6,20,108,2,1,4,3,0,0,Spain,0
810,1976,50,Bachelors Degree,Married,74190,0,1,1,12/05/2014,49,151,81,86,168,91,64,641,2,4,11,2,0,0,Spain,0
9423,1980,46,Masters Degree,Married,32765,1,0,1,23/02/2014,49,13,3,17,7,3,3,46,2,2,4,5,0,0,Spain,0
89,1976,50,Postgraduate,Married,22212,1,0,1,09/12/2013,49,5,9,20,6,8,21,69,2,2,4,6,0,0,South Africa,0
5294,1990,36,Bachelors Degree,Single,18358,1,0,1,20/11/2013,49,6,8,19,16,4,4,57,3,3,4,7,0,0,Spain,0
1321,1975,51,Bachelors Degree,Married,26067,1,0,1,04/11/2013,49,22,2,18,0,2,12,56,3,3,3,8,0,0,Canada,0
2686,1970,56,Secondary Education,Cohabiting,22390,0,0,0,21/10/2013,49,0,1,4,15,1,5,26,1,1,2,7,0,0,Australia,0
1215,1979,47,Bachelors Degree,Cohabiting,70440,0,0,0,08/10/2013,49,690,117,499,76,102,88,1572,1,5,7,3,0,0,Spain,1
9283,1979,47,Bachelors Degree,Single,60199,1,2,3,12/09/2013,49,8,1,7,2,0,0,18,1,0,3,4,0,0,Canada,0
3120,1982,44,Bachelors Degree,Cohabiting,38547,1,0,1,28/08/2013,49,6,1,10,0,1,4,22,1,1,2,8,0,1,Canada,0
5868,1981,45,Bachelors Degree,Married,19107,1,0,1,22/08/2013,49,2,4,9,10,5,16,46,2,1,3,7,0,0,Canada,0
8143,1986,40,Doctorate (PhD),Single,37929,0,0,0,30/07/2013,49,202,2,46,3,2,10,265,2,4,5,7,1,0,Spain,2
3479,1951,75,Bachelors Degree,Single,16813,0,0,0,19/07/2013,49,4,8,11,12,2,13,50,1,2,3,7,0,0,Canada,1
7214,1958,68,Bachelors Degree,Married,62187,0,0,0,05/07/2013,49,792,0,275,45,45,126,1283,1,4,5,3,0,0,Spain,0
5543,1967,59,Bachelors Degree,Cohabiting,57811,0,1,1,24/06/2013,49,545,7,114,37,21,78,802,5,7,11,5,0,0,Spain,1
9347,1957,69,Masters Degree,Cohabiting,50943,0,1,1,21/06/2013,49,31,0,7,2,0,6,46,1,1,3,5,0,0,Spain,0
1406,1976,50,Bachelors Degree,Single,53201,1,1,2,12/02/2013,49,280,7,81,20,0,27,415,8,6,5,7,0,0,Spain,0
7019,1964,62,Bachelors Degree,Cohabiting,54414,1,1,2,23/01/2013,49,109,18,16,24,26,18,211,4,3,5,4,0,0,South Africa,0
2157,1973,53,Bachelors Degree,Cohabiting,26290,1,1,2,12/01/2013,49,15,8,16,11,5,22,77,4,2,4,6,0,0,Canada,0
8939,1960,66,Bachelors Degree,Divorced,61250,0,1,1,16/12/2012,49,382,138,65,60,26,59,730,6,5,12,5,0,0,Spain,0
10250,1948,78,Secondary Education,Cohabiting,28389,0,0,0,20/11/2012,49,1,5,3,7,4,8,28,1,1,2,7,0,0,Spain,0
1272,1966,60,Masters Degree,Single,55250,0,1,1,21/10/2012,49,664,58,83,32,0,66,903,4,7,10,5,0,0,Australia,0
3007,1967,59,Bachelors Degree,Cohabiting,37758,1,1,2,04/10/2012,49,27,2,10,0,0,1,40,2,1,3,8,0,0,India,0
5513,1967,59,Bachelors Degree,Cohabiting,37758,1,1,2,04/10/2012,49,27,2,10,0,0,1,40,2,1,3,8,0,0,Spain,0
679,1958,68,Doctorate (PhD),Married,37633,1,1,2,20/09/2012,49,13,4,20,0,0,1,38,2,1,3,9,0,0,Spain,0
8876,1964,62,Doctorate (PhD),Cohabiting,33629,1,1,2,08/08/2012,49,132,0,16,0,0,4,152,5,3,4,9,0,0,Spain,0
10827,1968,58,Doctorate (PhD),Married,36947,1,1,2,07/08/2012,49,88,3,21,4,1,29,146,4,3,4,9,0,0,Australia,0
7300,1953,73,Bachelors Degree,Divorced,69142,0,1,1,29/06/2014,50,448,4,34,6,4,39,535,3,8,7,5,0,0,India,1
4268,1960,66,Bachelors Degree,Married,53154,0,1,1,09/06/2014,50,129,0,21,0,1,7,158,1,3,4,4,0,0,United States,0
4603,1961,65,Doctorate (PhD),Married,65695,0,1,1,31/01/2014,50,371,32,189,0,58,6,656,2,5,10,4,0,0,Spain,0
8659,1953,73,Doctorate (PhD),Cohabiting,69805,0,1,1,21/01/2014,50,750,71,174,13,10,20,1038,2,6,11,2,0,0,Germany,0
10708,1979,47,Postgraduate,Single,36975,1,0,1,28/12/2013,50,10,6,11,0,4,2,33,1,1,3,7,0,0,Spain,0
1176,1974,52,Bachelors Degree,Married,26228,1,0,1,22/09/2013,50,2,6,4,3,1,9,25,1,1,2,8,0,0,Spain,0
10380,1973,53,Masters Degree,Married,37787,1,0,1,20/09/2013,50,40,1,40,4,3,18,106,1,3,3,8,0,0,India,0
7037,1975,51,Doctorate (PhD),Married,37087,1,0,1,11/08/2013,50,194,55,134,15,0,3,401,3,4,8,6,0,0,South Africa,0
11096,1953,73,Postgraduate,Cohabiting,57247,0,1,1,08/08/2013,50,99,4,32,37,54,6,232,2,2,7,2,0,0,Spain,0
6374,1955,71,Doctorate (PhD),Married,36930,0,1,1,17/05/2013,50,223,2,31,0,2,39,297,5,5,4,8,0,0,Spain,0
5552,1964,62,Masters Degree,Divorced,48721,1,1,2,13/05/2013,50,81,18,113,47,13,21,293,6,4,5,6,0,0,South Africa,0
2245,1970,56,Masters Degree,Married,43641,1,1,2,22/04/2013,50,57,2,51,4,2,23,139,3,2,4,6,0,0,Spain,0
6200,1952,74,Bachelors Degree,Married,75903,0,1,1,08/04/2013,50,340,108,185,130,38,100,901,2,6,9,3,0,0,Spain,0
9904,1957,69,Bachelors Degree,Married,71391,0,1,1,29/03/2013,50,336,123,274,46,123,141,1043,5,6,12,3,0,0,Canada,0
10031,1977,49,Doctorate (PhD),Married,16927,1,1,2,10/02/2013,50,20,2,23,3,1,4,53,5,3,4,8,0,0,South Africa,0
6642,1962,64,Bachelors Degree,Divorced,27215,2,1,3,23/01/2013,50,30,5,22,8,9,28,102,4,2,4,6,0,0,South Africa,0
10882,1977,49,Bachelors Degree,Married,53858,0,1,1,09/11/2012,50,407,53,221,58,150,26,915,4,4,6,4,0,0,Spain,0
5636,1964,62,Bachelors Degree,Single,30983,0,0,0,09/11/2012,50,51,4,50,12,1,49,167,1,4,3,8,1,0,India,0
8692,1953,73,Bachelors Degree,Cohabiting,43462,1,1,2,12/09/2012,50,90,17,97,15,6,15,240,6,4,5,8,0,0,Spain,0
8091,1957,69,Bachelors Degree,Married,63943,0,1,1,02/09/2012,50,423,184,368,13,97,21,1106,1,6,6,5,0,0,India,0
8080,1987,39,Bachelors Degree,Single,26816,0,0,0,17/08/2012,50,5,1,6,3,4,3,22,1,0,3,4,0,0,India,0
8370,1977,49,Postgraduate,Cohabiting,75484,0,1,1,02/08/2012,50,378,97,259,197,194,34,1159,2,7,6,4,0,0,Canada,0
4550,1967,59,Masters Degree,Cohabiting,33564,0,1,1,24/06/2014,51,61,0,3,0,0,7,71,1,1,3,5,0,0,Spain,0
3381,1954,72,Masters Degree,Married,54348,1,1,2,08/06/2014,51,70,0,16,0,0,4,90,2,2,4,6,0,0,Canada,0
10556,1960,66,Bachelors Degree,Married,54984,0,1,1,24/05/2014,51,173,13,131,32,3,6,358,4,6,6,7,0,0,Spain,1
9467,1985,41,Bachelors Degree,Single,34738,1,0,1,11/05/2014,51,3,2,10,3,0,2,20,1,1,3,6,0,0,Spain,0
2891,1964,62,Bachelors Degree,Divorced,68118,0,1,1,18/10/2013,51,595,23,123,10,23,154,928,2,8,4,6,0,0,United States,0
5011,1964,62,Bachelors Degree,Divorced,68118,0,1,1,18/10/2013,51,595,23,123,10,23,154,928,2,8,4,6,0,0,Spain,0
8140,1974,52,Bachelors Degree,Cohabiting,22682,1,0,1,03/10/2013,51,10,14,29,4,2,36,95,3,2,4,4,0,0,Australia,0
11039,1976,50,Bachelors Degree,Married,51948,0,1,1,17/09/2013,51,82,33,54,71,30,41,311,2,5,4,5,0,0,Spain,0
78,1970,56,Bachelors Degree,Married,25293,1,0,1,15/09/2013,51,15,0,11,0,2,9,37,1,1,2,8,0,0,Spain,0
5517,1970,56,Bachelors Degree,Married,25293,1,0,1,15/09/2013,51,15,0,11,0,2,9,37,1,1,2,8,0,0,Australia,0
5290,1965,61,Doctorate (PhD),Married,41551,1,1,2,14/08/2013,51,220,0,33,3,0,23,279,5,5,5,8,0,0,Canada,0
4128,1963,63,Doctorate (PhD),Cohabiting,56067,0,1,1,20/07/2013,51,517,12,54,16,6,120,725,2,7,7,5,0,0,South Africa,0
8534,1953,73,Bachelors Degree,Married,67433,0,2,2,16/07/2013,51,615,28,259,12,48,30,992,4,6,13,4,0,0,Spain,1
9592,1984,42,Bachelors Degree,Cohabiting,22010,1,0,1,30/06/2013,51,11,2,9,3,0,8,33,2,2,3,8,0,0,Spain,0
8957,1953,73,Postgraduate,Single,64831,1,1,2,10/06/2013,51,480,86,249,75,86,144,1120,8,6,5,6,0,0,South Africa,0
9308,1955,71,Bachelors Degree,Married,62820,0,0,0,11/05/2013,51,398,61,265,138,61,53,976,1,3,6,1,0,0,South Africa,0
544,1955,71,Bachelors Degree,Married,62820,0,0,0,11/05/2013,51,398,61,265,138,61,53,976,1,3,6,1,0,0,Spain,0
5989,1960,66,Postgraduate,Divorced,78353,0,1,1,16/04/2013,51,752,122,476,39,153,34,1576,1,10,11,8,0,0,Canada,0
635,1967,59,Masters Degree,Married,57183,1,1,2,19/03/2013,51,464,5,64,7,0,70,610,8,9,7,8,0,0,Spain,0
6673,1966,60,Bachelors Degree,Single,23478,0,0,0,19/03/2013,51,28,6,27,12,17,39,129,1,3,3,8,0,0,United States,0
1710,1979,47,Bachelors Degree,Single,30168,1,0,1,07/03/2013,51,154,20,66,0,12,27,279,7,6,4,9,0,0,Spain,0
523,1990,36,Bachelors Degree,Married,37155,1,0,1,31/01/2013,51,23,0,26,7,15,3,74,1,2,4,5,0,0,Spain,0
8977,1986,40,Secondary Education,Single,16581,0,0,0,12/01/2013,51,1,3,4,2,3,11,24,1,0,3,4,0,0,Spain,0
9736,1981,45,Bachelors Degree,Married,41850,1,1,2,24/12/2012,51,53,5,19,2,13,4,96,3,3,3,8,0,0,United States,0
1544,1968,58,Masters Degree,Divorced,81380,0,0,0,22/12/2012,51,741,68,689,224,68,103,1893,1,4,10,2,0,0,Canada,0
6575,1982,44,Bachelors Degree,Cohabiting,56386,1,1,2,27/10/2012,51,230,48,214,13,32,75,612,8,9,7,9,0,0,South Africa,0
6147,1972,54,Bachelors Degree,Divorced,25818,1,0,1,18/10/2012,51,5,2,8,2,2,9,28,1,0,2,7,0,0,Germany,0
6354,1985,41,Bachelors Degree,Cohabiting,15345,1,0,1,31/08/2012,51,5,2,16,3,2,19,47,2,1,2,8,1,0,Spain,0
4769,1978,48,Masters Degree,Cohabiting,57954,1,1,2,18/06/2014,52,456,4,24,0,0,9,493,7,8,6,7,0,0,Spain,1
7540,1953,73,Bachelors Degree,Married,50300,0,1,1,25/05/2014,52,143,15,60,24,23,5,270,2,2,8,2,0,0,Spain,0
5247,1956,70,Doctorate (PhD),Married,38725,1,1,2,10/05/2014,52,31,0,6,2,1,5,45,2,1,4,4,0,0,Spain,0
5987,1990,36,Postgraduate,Cohabiting,10404,1,0,1,04/05/2014,52,2,2,11,10,6,12,43,2,1,4,5,0,0,Spain,0
9960,1992,34,Secondary Education,Single,26868,1,0,1,30/04/2014,52,0,0,1,8,3,2,14,1,1,2,7,0,0,South Africa,0
10972,1950,76,Bachelors Degree,Widow,72298,0,0,0,10/03/2014,52,625,35,169,58,17,35,939,1,4,6,1,0,0,Spain,2
1399,1959,67,Bachelors Degree,Married,72905,0,0,0,21/01/2014,52,407,114,445,181,165,203,1515,1,3,9,1,0,0,Spain,1
2698,1977,49,Bachelors Degree,Single,47025,0,1,1,07/11/2013,52,254,7,108,20,0,26,415,3,6,5,6,0,0,United States,0
6340,1986,40,Bachelors Degree,Single,29938,1,0,1,27/10/2013,52,3,3,7,0,2,11,26,2,1,3,6,0,0,South Africa,0
4107,1949,77,Doctorate (PhD),Cohabiting,46681,0,2,2,08/10/2013,52,269,15,69,15,19,38,425,2,4,4,5,0,0,Spain,0
10906,1949,77,Doctorate (PhD),Cohabiting,46681,0,2,2,08/10/2013,52,269,15,69,15,19,38,425,2,4,4,5,0,0,South Africa,0
2557,1971,55,Masters Degree,Single,29548,1,0,1,29/08/2013,52,7,1,6,3,1,11,29,1,1,2,4,0,0,Spain,1
8786,1957,69,Masters Degree,Married,62058,0,1,1,26/05/2013,52,301,7,74,10,0,58,450,4,6,7,6,0,0,Germany,0
6119,1964,62,Doctorate (PhD),Single,36736,1,1,2,10/05/2013,52,10,0,3,0,0,4,17,1,1,2,6,0,0,Spain,0
2980,1953,73,Masters Degree,Single,8820,1,1,2,22/03/2013,52,12,0,13,4,2,4,35,4,3,3,8,0,0,Canada,0
3850,1964,62,Secondary Education,Cohabiting,14918,0,1,1,07/12/2012,52,3,3,3,15,4,15,43,1,1,3,6,0,0,India,0
1077,1975,51,Bachelors Degree,Cohabiting,56715,0,0,0,05/12/2012,52,258,105,239,237,172,9,1020,1,7,4,4,0,0,Spain,0
9733,1979,47,Secondary Education,Cohabiting,24882,1,0,1,09/09/2012,52,1,4,10,29,0,36,80,1,1,2,6,0,0,India,1
8462,1979,47,Secondary Education,Cohabiting,24882,1,0,1,09/09/2012,52,1,4,10,29,0,36,80,1,1,2,6,0,0,Spain,1
4764,1953,73,Masters Degree,Cohabiting,40442,1,1,2,19/08/2012,52,45,12,52,25,22,13,169,4,3,4,7,1,0,South Africa,0
2223,1966,60,Postgraduate,Divorced,64176,0,1,1,03/08/2012,52,1215,33,249,64,116,149,1826,8,8,8,6,0,0,Spain,0
7788,1984,42,Doctorate (PhD),Married,23536,1,0,1,04/06/2014,53,6,0,3,0,0,1,10,1,0,3,3,0,0,Spain,0
5827,1959,67,Bachelors Degree,Divorced,35246,1,1,2,16/04/2014,53,36,0,12,2,2,10,62,4,3,3,5,0,0,South Africa,0
2958,1979,47,Bachelors Degree,Married,28442,2,0,2,24/02/2014,53,19,3,10,11,8,6,57,3,2,4,4,0,0,Spain,0
4954,1957,69,Bachelors Degree,Married,48195,1,1,2,21/01/2014,53,106,27,68,52,7,5,265,6,4,5,6,0,0,Spain,0
3139,1983,43,Postgraduate,Single,74116,0,0,0,30/12/2013,53,871,111,704,145,55,166,2052,1,4,10,2,0,0,South Africa,1
9952,1948,78,Masters Degree,Cohabiting,78093,0,0,0,11/12/2013,53,368,32,639,13,43,10,1105,1,4,5,1,0,0,South Africa,0
8180,1953,73,Masters Degree,Divorced,59354,1,1,2,15/11/2013,53,233,2,53,3,5,14,310,3,6,5,6,0,0,United States,0
3276,1977,49,Postgraduate,Cohabiting,36301,1,0,1,25/10/2013,53,11,12,35,3,5,12,78,1,3,3,7,0,0,South Africa,0
4994,1944,82,Masters Degree,Single,77598,0,0,0,01/10/2013,53,1193,33,281,129,66,33,1735,1,7,13,3,0,0,Spain,1
3598,1973,53,Bachelors Degree,Married,62710,0,1,1,23/05/2013,53,441,35,83,7,29,11,606,4,4,12,4,0,0,Spain,0
945,1966,60,Bachelors Degree,Cohabiting,36317,0,1,1,22/05/2013,53,87,3,25,3,2,13,133,2,3,4,7,0,0,Spain,0
5048,1972,54,Doctorate (PhD),Single,42767,2,0,2,11/05/2013,53,20,6,43,19,5,38,131,1,3,2,8,0,0,South Africa,0
6214,1983,43,Masters Degree,Married,43815,1,0,1,05/04/2013,53,14,10,29,4,7,15,79,1,2,3,6,0,0,Spain,0
6230,1972,54,Bachelors Degree,Divorced,44421,1,1,2,15/02/2013,53,110,5,59,7,1,7,189,5,5,4,8,0,0,Spain,0
2968,1944,82,Doctorate (PhD),Divorced,48948,0,0,0,01/02/2013,53,437,8,206,160,49,42,902,2,7,5,6,1,0,Australia,1
8800,1944,82,Doctorate (PhD),Divorced,48948,0,0,0,01/02/2013,53,437,8,206,160,49,42,902,2,7,5,6,1,0,South Africa,1
1907,1951,75,Masters Degree,Divorced,63120,0,1,1,28/09/2012,53,965,69,279,54,41,69,1477,5,8,9,7,1,0,Spain,0
10478,1951,75,Doctorate (PhD),Married,55517,1,1,2,27/09/2012,53,483,0,108,0,6,36,633,5,11,6,9,1,0,South Africa,0
4188,1958,68,Bachelors Degree,Single,36864,0,1,1,13/08/2012,53,204,5,39,17,0,89,354,3,5,4,8,1,0,Australia,0
2225,1978,48,Bachelors Degree,Divorced,82582,0,0,0,07/06/2014,54,510,120,550,156,40,241,1617,1,4,7,1,1,0,Australia,2
4790,1959,67,Bachelors Degree,Divorced,79803,0,1,1,02/06/2014,54,574,8,216,21,16,33,868,1,4,5,1,0,0,Spain,0
1131,1968,58,Doctorate (PhD),Single,52569,0,1,1,05/04/2014,54,85,0,3,0,0,7,95,1,2,4,3,0,0,South Africa,0
202,1949,77,Doctorate (PhD),Widow,82032,0,0,0,05/04/2014,54,332,194,377,149,125,57,1234,0,4,7,1,0,0,India,0
3900,1973,53,Bachelors Degree,Married,65685,0,1,1,29/03/2014,54,642,14,49,0,7,57,769,1,9,9,5,0,0,Canada,0
9958,1973,53,Bachelors Degree,Married,65685,0,1,1,29/03/2014,54,642,14,49,0,7,57,769,1,9,9,5,0,0,Australia,0
8955,1958,68,Doctorate (PhD),Cohabiting,40451,0,2,2,16/02/2014,54,35,0,4,0,0,10,49,1,1,2,5,0,0,Spain,1
10033,1974,52,Postgraduate,Divorced,31163,1,0,1,13/02/2014,54,2,3,10,11,2,10,38,1,1,3,6,0,0,Germany,0
5751,1974,52,Postgraduate,Divorced,31163,1,0,1,13/02/2014,54,2,3,10,11,2,10,38,1,1,3,6,0,0,Canada,0
3308,1953,73,Bachelors Degree,Married,35704,1,1,2,03/01/2014,54,30,9,12,2,11,30,94,3,2,4,4,0,0,South Africa,0
7297,1974,52,Bachelors Degree,Single,7500,1,0,1,26/12/2013,54,5,3,10,12,7,20,57,4,3,3,7,0,0,South Africa,0
8008,1984,42,Bachelors Degree,Cohabiting,36075,1,0,1,09/12/2013,54,46,0,30,12,1,30,119,1,2,4,6,0,0,Spain,0
1232,1983,43,Doctorate (PhD),Cohabiting,70038,0,0,0,25/10/2013,54,587,54,348,71,54,130,1244,1,4,8,2,0,0,Germany,0
2345,1983,43,Doctorate (PhD),Cohabiting,70038,0,0,0,25/10/2013,54,587,54,348,71,54,130,1244,1,4,8,2,0,0,Australia,0
1628,1972,54,Bachelors Degree,Cohabiting,71796,0,0,0,24/10/2013,54,354,21,311,167,75,32,960,1,9,4,4,0,0,South Africa,0
5081,1968,58,Postgraduate,Cohabiting,47821,1,1,2,20/10/2013,54,9,0,16,6,6,10,47,1,1,3,8,0,0,Spain,0
839,1976,50,Doctorate (PhD),Married,45503,1,0,1,25/09/2013,54,97,4,44,6,1,18,170,1,3,4,5,0,0,Spain,0
3706,1979,47,Bachelors Degree,Single,28647,1,0,1,21/08/2013,54,19,8,29,0,12,26,94,1,2,2,7,1,0,Spain,1
5154,1973,53,Masters Degree,Divorced,37760,1,0,1,11/08/2013,54,26,3,13,2,10,0,54,1,2,3,6,0,0,Spain,0
8584,1953,73,Doctorate (PhD),Cohabiting,85431,0,0,0,08/06/2013,54,376,53,462,168,53,53,1165,1,2,7,0,0,0,Spain,0
6583,1956,70,Postgraduate,Married,72635,0,0,0,03/06/2013,54,390,22,323,104,35,107,981,1,6,6,3,0,0,Spain,1
10486,1949,77,Bachelors Degree,Married,77142,0,0,0,29/05/2013,54,476,75,162,29,151,97,990,1,4,8,2,0,0,Spain,0
8687,1979,47,Bachelors Degree,Cohabiting,53172,0,1,1,06/05/2013,54,121,62,90,68,20,125,486,3,2,8,3,0,0,India,0
7842,1969,57,Bachelors Degree,Single,36065,1,1,2,31/03/2013,54,18,7,34,10,2,3,74,3,3,3,8,0,0,Spain,0
3749,1974,52,Bachelors Degree,Cohabiting,73926,0,0,0,02/03/2013,54,627,91,597,159,91,15,1580,1,6,12,3,0,0,Canada,0
1331,1978,48,Bachelors Degree,Single,35790,1,0,1,02/01/2013,54,12,6,20,30,1,3,72,2,2,3,7,0,0,Australia,0
5995,1963,63,Bachelors Degree,Divorced,39552,1,1,2,18/12/2012,54,165,3,147,4,24,41,384,7,6,5,8,1,0,Spain,0
8985,1965,61,Postgraduate,Cohabiting,68316,0,1,1,04/11/2012,54,806,80,161,120,11,33,1211,5,10,10,6,0,0,Spain,0
2798,1978,48,Doctorate (PhD),Cohabiting,102160,0,0,0,02/11/2012,54,763,29,138,76,176,58,1240,0,7,10,4,1,0,South Africa,3
7108,1966,60,Masters Degree,Widow,51390,1,1,2,08/09/2012,54,205,20,47,23,2,56,353,6,5,5,5,0,0,South Africa,0
2781,1982,44,Bachelors Degree,Single,72066,0,0,0,23/06/2014,55,1003,34,536,134,51,34,1792,1,4,6,2,1,0,South Africa,2
3623,1977,49,Bachelors Degree,Cohabiting,21675,1,0,1,11/06/2014,55,4,0,16,17,4,4,45,3,4,3,7,0,0,India,0
194,1966,60,Bachelors Degree,Married,48006,1,1,2,09/06/2014,55,23,0,11,3,2,2,41,1,1,3,6,0,0,Spain,0
10833,1976,50,Bachelors Degree,Married,65106,0,1,1,24/05/2014,55,790,19,133,12,0,19,973,3,8,13,6,0,0,Spain,1
2315,1961,65,Bachelors Degree,Divorced,58401,0,1,1,20/04/2014,55,10,0,11,17,29,29,96,1,1,2,4,0,0,Spain,0
